#,ID,Continent,Continent_detail,Country,Full year ,Date mean in BP,Lat.,Long.,As_Ru_3K_0.9K_BCE,As_Ru_5.8K_3.6K_BCE,As_Ru_37.4K_3K_BCE,As_Ru_E_0.1K_1.4K_CE,C_Af_6K_1K_BCE,C_NW_As_2.2K_1.6K_BCE,C_N_As_BCE,C_N_As_CE,E_Af_2.5KBCE_1.6KCE,E_As_6KBCE_0.25KCE,E_C_Eu_6K_2K_BCE,E_Eu_9K_3K_BCE,E_Eu_CE,E_Eu_Po_3K_2.3K_BCE,M_Am_0.6K_1.7K_CE,M_Am_Cuba_1.4KBCE_1.3KCE,NN_Am_1K_2.0K_CE,N_Am_11.5KBCE_1.2KCE,N_Eu_0.7K_1.7K_CE,Oceania_1KBCE_2KCE,SE_As_6KBCE_0.8KCE,SN_Am_3.5KBCE_1.5KCE,SW_As_8K_1.1K_BCE,SW_C_As_9K_0.8K_BCE,S_Am_CE,S_Eu_5.4K_1K_BCE,S_Eu_16K_5K_BCE,S_Eu_CE,S_M_Am_10K_1.5K_BCE,W_Eu_5.5K_2.5K_BCE,W_Eu_30K_5K_BCE,W_Eu_38K_BCE,W_Eu_CE,W_Eu_GB_4K_2.5K_BCE
12479,XN172,Europe,West Europe,Germany,"5297-5056 calBCE (6214¡À25 BP, MAMS-36732)",7101,48.78,9.18,0,0,0,0,0,0.0014,0.0111,0,0.0025,0,0.2591,0.0253,0.0049,0,0,0,0,0,0,0.0002,0,0,0.0698,0.0299,0.0032,0.0157,0.007,0.0345,0,0.5323,0,0.0005,0.0018,0
12480,XN173,Europe,West Europe,Germany,"5210-5007 calBCE (6155¡À31 BP, MAMS-25933)",7060,48.78,9.18,0,0,0.0017,0,0,0,0.006,0.0155,0,0,0.249,0.0283,0.0375,0.001,0.0012,0,0,0,0,0,0,0,0.0762,0.0061,0,0.0275,0,0.0397,0,0.5101,0,0,0,0
12481,XN174,Europe,West Europe,Germany,"5215-4681 calBCE [union of three dates: 5215-4840 calBCE (6100¡À70 BP, Hd-8031); 4993-4709 calBCE (5950¡À60 BP, Hd-7974); 4936-4681 calBCE (5910¡À50 BP, Hd-7935)]",6898,48.78,9.18,0,0,0.0045,0,0,0,0,0,0,0,0.2131,0.0144,0.0385,0,0,0,0,0.0037,0.0013,0,0,0.0024,0.0517,0.0371,0,0.0148,0.0048,0,0,0.6116,0,0.0005,0,0
12482,XN175,Europe,West Europe,Germany,"5292-5055 calBCE (6208¡À24 BP, MAMS-36740)",7092,48.78,9.18,0.0045,0.0039,0,0,0.0001,0,0.0099,0,0,0,0.2571,0.0116,0.0117,0,0,0,0,0,0,0.0012,0,0,0.057,0.0373,0,0.0291,0,0.0095,0,0.5665,0,0,0,0
12483,XN178,Europe,West Europe,Germany,5300-5000 BCE,7100,48.78,9.18,0,0,0,0,0,0.0222,0,0,0.0241,0,0.2184,0,0,0.003,0,0.0153,0,0.0103,0.0039,0,0,0,0.1329,0.0496,0,0.0169,0,0.0018,0,0.4981,0,0,0,0.0032
12484,XN180,Europe,West Europe,Germany,"5214-5011 calBCE (6169¡À33 BP, MAMS-36745)",7068,48.78,9.18,0,0.0012,0,0,0,0.0082,0.0513,0.0023,0.0063,0,0.276,0.0225,0.0171,0.0025,0,0,0,0,0,0.004,0,0,0.0541,0.0144,0,0.0122,0,0.0454,0,0.4629,0,0.0007,0,0.016
12485,XN182,Europe,West Europe,Germany,"5305-4946 calBCE [union of two dates: 5305-5034 calBCE (6210¡À45 BP, Hd-7979); 5211-4946 calBCE (6130¡À45 BP, Hd-7977)]",7076,48.78,9.18,0,0,0.0026,0,0.004,0,0.0487,0.027,0,0,0.1918,0,0.0083,0.0132,0,0,0,0,0,0.0056,0.0008,0,0.0694,0,0,0.0024,0.012,0.0432,0,0.539,0,0,0.0304,0
12486,XN183,Europe,West Europe,Germany,"5304-5068 calBCE (6236¡À25 BP, MAMS-36736)",7152,48.78,9.18,0,0,0.0014,0,0,0,0.0118,0,0,0,0.1821,0.0097,0.0419,0,0,0.0027,0,0,0.0656,0.0102,0,0,0.0986,0.016,0,0.0319,0,0.0566,0,0.4714,0,0,0,0
12487,XN188,Europe,West Europe,Germany,"5302-5063 calBCE (6228¡À25 BP, MAMS-36735)",7130,48.78,9.18,0,0,0.0081,0,0,0,0.0144,0,0.0084,0,0.2858,0.0007,0.0184,0.0041,0,0.0008,0,0,0,0.0002,0.0018,0,0.0219,0.0086,0,0.0169,0,0.0868,0,0.5221,0,0,0,0
12489,XN205,Europe,West Europe,Germany,5300-5000 BCE,7100,48.78,9.18,0.0005,0,0,0,0,0,0.0308,0,0.0128,0.0036,0.2362,0.0288,0,0,0.0094,0,0,0,0.0181,0,0,0,0.075,0.0036,0,0,0,0.0736,0,0.467,0,0,0,0.0404
12490,XN206,Europe,West Europe,Germany,"5288-5051 calBCE (6202¡À25 BP, MAMS-36738)",7086,48.78,9.18,0,0,0,0,0.0018,0,0,0,0,0,0.1359,0.0346,0.0154,0,0,0,0,0,0.088,0,0,0,0.0768,0.034,0,0.072,0,0.0708,0,0.46,0.0026,0.0079,0,0
12491,XN207,Europe,West Europe,Germany,5300-5000 BCE,7100,48.78,9.18,0.0019,0.0001,0.0031,0,0,0,0.0185,0.0028,0.0055,0,0.2108,0,0.0206,0,0,0,0,0,0,0,0,0.0043,0.0833,0.0244,0,0.0608,0,0,0,0.5635,0,0,0,0
12492,XN211,Europe,West Europe,Germany,"5212-5031 calBCE (6165¡À25 BP, MAMS-36733)",7068,48.78,9.18,0,0,0,0,0,0.0081,0.0387,0,0,0,0.3001,0.0506,0.0382,0,0,0.0098,0,0,0,0.0021,0,0,0.0879,0,0,0.0361,0,0.0338,0,0.3903,0,0.0042,0,0
12493,XN215,Europe,West Europe,Germany,"5208-4945 calBCE (6115¡À25 BP, MAMS-36727)",7010,48.78,9.18,0,0,0,0,0,0,0.0212,0,0,0,0.2436,0,0.0092,0.0149,0,0,0,0.0007,0,0,0,0,0.1184,0.0008,0,0.0391,0,0.1162,0,0.4218,0,0.0015,0.0112,0
12494,XN224,Europe,West Europe,Germany,"5293-5053 calBCE (6207¡À25 BP, MAMS-36744)",7091,48.78,9.18,0,0,0,0,0,0,0.0357,0.0252,0,0,0.2482,0.0366,0,0.0172,0,0,0,0,0,0.0117,0,0,0.0006,0,0,0,0,0.0433,0,0.5489,0,0,0,0.0323
12495,XN225,Europe,West Europe,Germany,5300-5000 BCE,7100,48.78,9.18,0,0,0.0122,0,0.0016,0,0.0114,0,0,0,0.2388,0.0226,0,0,0,0,0,0.0102,0,0,0,0,0.0533,0.059,0,0,0,0.0338,0,0.5569,0,0,0,0
12497,BZK002,Asia,North Asia,Russia,2879-2633 calBCE (4161¡À22 BP),4709,55.990333,92.851,0.1627,0.0961,0,0.028,0.0002,0.4747,0,0,0.0003,0.194,0,0,0,0,0.0246,0,0.01,0,0,0.0017,0,0.0038,0.0005,0,0.0022,0,0,0,0,0,0,0.0002,0,0
12498,GLZ001,Asia,North Asia,Russia,2838-2495 calBCE (4319¡À22 BP),4556,52.279056,104.251778,0.2416,0.2234,0,0,0,0,0,0,0,0.5347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12499,GLZ002,Asia,North Asia,Russia,2568-2350 calBCE (4369¡À22 BP),4430,52.279056,104.251778,0.2511,0.1651,0,0,0,0,0,0,0,0.5835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12500,GLZ003,Asia,North Asia,Russia,2569-2467 calBCE (4472¡À21 BP),4478,52.279056,104.251778,0.837,0.1463,0,0,0,0,0,0,0,0.0164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12501,IUO001,Asia,North Asia,Russia,5021-4849 calBCE (6612¡À23 BP),6905,54.870722,106.255056,0.2112,0.3526,0,0.0604,0,0.0779,0,0,0,0.275,0,0,0,0,0.0059,0,0.0167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12502,KAG001,Asia,North Asia,Russia,4980-4841 calBCE (6418¡À21 BP),6856,53.949444,105.890194,0.1928,0.3624,0,0.0107,0,0.061,0.0433,0,0,0.3081,0,0,0,0,0.0026,0,0.0119,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0
12503,KAG002,Asia,North Asia,Russia,1878-1697 calBCE (3730¡À19 BP),3748,53.949444,105.890194,0.9996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12504,KPT001,Asia,North Asia,Russia,1880-1743 calBCE (3807¡À19 BP),3759,53.044528,105.510583,0.9996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12505,KPT002_petrous,Asia,North Asia,Russia,"2191-1770 calBCE [union of two dates: 2191-1965 calBCE (4033¡À31 BP, corrected for FWRE); 1920-1770 calBCE (3915¡À19 BP, corrected for FWRE)]",3931,53.044528,105.510583,0.9996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12506,KPT002_tooth,Asia,North Asia,Russia,"2191-1770 calBCE [union of two dates: 2191-1965 calBCE (4033¡À31 BP), 1920-1770 calBCE (3915¡À19 BP)]",3931,53.044528,105.510583,0.9996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12507,KPT003,Asia,North Asia,Russia,2115-1940 calBCE (4021¡À19 BP),3945,53.044528,105.510583,0.9996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12508,KPT004,Asia,North Asia,Russia,1891-1757 calBCE (3728¡À20 BP),3773,53.044528,105.510583,0.9996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12509,KPT005,Asia,North Asia,Russia,2192-2030 calBCE (3988¡À20 BP),4034,53.044528,105.510583,0.5099,0,0,0.0044,0,0.0143,0.2017,0,0,0,0.0376,0.042,0.079,0,0.0103,0,0.0032,0,0,0,0,0,0.0121,0,0,0,0,0.0854,0,0,0,0,0,0
12510,KPT006,Asia,North Asia,Russia,1735-1622 calBCE (3534¡À19 BP),3614,53.044528,105.510583,0.9967,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,0,0,0,0,0
12511,UKY001,Asia,North Asia,Russia,12100-11858 calBCE (12065¡À37 BP) [R_combine: (11505¡À100 BP); (12136¡À54 BP); (12151¡À58 BP)],13929,50.534142,106.274289,0.9996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12512,STB001,Asia,North Asia,Russia,2854-2576 calBCE (4719¡À20 BP),4604,54.8,105.133333,0.9716,0,0,0.02,0,0.0071,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12513,STB002,Asia,North Asia,Russia,4700-4553 calBCE (6304¡À22 BP),6587,53.15,106.05,0.2317,0.3312,0,0.0535,0,0.0564,0,0,0,0.3142,0,0,0,0,0.0117,0,0,0,0,0,0,0,0,0,0.0009,0,0,0,0,0,0,0,0,0
12514,ZPL001,Asia,North Asia,Russia,2200-1775 calBCE (3921¡À70 BP),3951,54.386333,105.17325,0.9996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12515,ZPL002,Asia,North Asia,Russia,2289-2140 calBCE (4091¡À24 BP),4168,54.386333,105.17325,0.9755,0,0,0.0006,0,0.0206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0
12516,91KLH11,Asia,East Asia,China,1050-350 BCE ,2650,42.5043431,125.4145019,0,0,0.0041,0.0167,0,0,0,0.0063,0.0039,0.4766,0,0,0,0.0037,0,0.0024,0,0,0,0.0024,0.477,0.0025,0,0,0,0,0,0,0,0,0,0,0.0035,0
12517,91KLH18,Asia,East Asia,China,"916-809 calBCE (2717¡À30 BP, 91KLH18)",2812,42.5043431,125.4145019,0,0.0135,0.0031,0,0,0,0,0,0,0.5312,0,0,0.0022,0.0016,0,0.0019,0,0.0026,0,0.004,0.4348,0.0019,0,0,0,0,0,0,0.0006,0,0,0,0.0022,0
12518,91KLM2,Asia,East Asia,China,1050-350 BCE ,2650,42.5043431,125.4145019,0,0.0789,0.0011,0.0143,0,0,0,0.0023,0,0.7466,0,0,0.0005,0,0,0,0,0,0,0.0023,0.1521,0,0,0,0,0,0,0,0,0,0.0009,0,0,0
12519,BLSM27S,Asia,East Asia,China,3550-3050 BCE ,5250,41.4146691,120.2743518,0.0017,0.0149,0.0118,0.0009,0.001,0.0006,0,0.001,0,0.5313,0,0.0007,0,0.0033,0,0,0,0.0043,0,0.0031,0.4097,0.0087,0,0,0,0,0,0,0,0,0,0.0006,0.0025,0
12521,BLSM45,Asia,East Asia,China,"3353-3093 calBCE (4497¡À30 BP, BLSM45)",5162,41.4146691,120.2743518,0,0.0015,0.004,0,0.0011,0,0,0,0.0034,0.6162,0,0,0,0,0.0016,0.0002,0.0053,0.0012,0,0,0.3617,0.0013,0.0011,0,0,0,0,0,0,0,0,0.0009,0,0
12522,DCZM17IV,Asia,East Asia,China,50-150 CE ,1850,36.5310071,101.9623168,0.0022,0,0.0021,0.0055,0.0003,0,0,0.0006,0.0024,0.3602,0,0,0,0.0011,0.0014,0,0,0.0014,0.0008,0.0022,0.6148,0.0032,0,0,0,0,0,0,0,0,0.0007,0,0,0
12523,DCZ-M21II,Asia,East Asia,China,"120-248 calCE (1852¡À30 BP, DCZ-M21II)",1763,36.5310071,101.9623168,0.0019,0.0003,0.0025,0,0.0004,0,0,0.0047,0,0.387,0,0.0007,0,0.004,0,0.0019,0,0.0008,0,0.0034,0.5865,0.0048,0,0,0,0,0,0,0,0,0,0,0,0
12524,DCZ-M22IV,Asia,East Asia,China,50-150 CE ,1850,36.5310071,101.9623168,0,0,0.0025,0.0015,0.0005,0.0008,0,0,0.0029,0.4641,0,0,0.0041,0.0009,0.0036,0,0,0.0019,0.0005,0,0.5078,0.0052,0,0,0,0,0,0,0,0,0,0.0003,0.0019,0.0008
12526,EDM124,Asia,East Asia,China,"1687-1517 calBCE (3330¡À30 BP, EDM124)",3544,42.0996111,118.9483178,0,0,0.0089,0,0.0069,0,0,0,0,0.3719,0,0,0,0,0.0171,0,0,0.0037,0,0.013,0.5743,0,0,0,0,0,0,0,0,0,0,0,0.0011,0
12527,EDM139,Asia,East Asia,China,2050-1550 BCE ,3750,42.0996111,118.9483178,0.0017,0.0038,0.0094,0,0.0016,0,0,0,0.0008,0.3763,0.0001,0,0,0,0.003,0.0048,0,0.0011,0.0031,0.0062,0.5781,0.006,0,0,0,0,0,0,0,0,0,0.0002,0,0
12528,EDM176,Asia,East Asia,China,2050-1550 BCE ,3750,42.0996111,118.9483178,0,0.0073,0.01,0,0.0019,0.0006,0,0.0004,0.0032,0.398,0,0,0,0.0009,0,0,0,0.0015,0.0022,0.0041,0.5558,0.0076,0,0,0,0,0.0005,0,0,0,0,0.0005,0.0036,0
12529,HJTM107,Asia,East Asia,China,"2137-1948 calBCE (3660¡À30 BP,HJTM107 )",3993,33.5922112,114.0221248,0,0,0.0055,0.0028,0.0017,0.0011,0,0.0033,0.0009,0.3398,0,0,0,0.0029,0,0,0,0,0.0049,0.0034,0.6203,0.0114,0,0,0,0,0,0,0,0,0,0,0.0004,0
12530,HJTM109,Asia,East Asia,China,"2111-1882 calBCE (3600¡À30 BP, HJTM109 )",3908,33.5922112,114.0221248,0.0073,0,0.0028,0,0,0,0,0,0.0039,0.3103,0,0,0,0.0035,0,0,0,0.0005,0.005,0.0002,0.6555,0.0076,0,0,0,0,0,0,0,0,0.0015,0,0,0
12531,HJTM115,Asia,East Asia,China,"460-48 calBCE (2236¡À79 BP, HJTM115 )",2225,33.5922112,114.0221248,0.0032,0.0017,0.0065,0.0105,0.0016,0,0,0.0035,0.001,0.361,0,0,0,0.0043,0,0,0.0023,0.0008,0.0015,0,0.5947,0.005,0,0,0,0,0,0,0,0,0,0.0003,0,0.0004
12533,HMF32,Asia,East Asia,China,"3710-3533 calBCE (4866¡À30 BP, HMF32 )",5594,44.0355421,121.9948977,0,0.0106,0.0108,0.0024,0.0042,0.0001,0,0,0.0045,0.756,0,0,0.0027,0.0037,0,0.0009,0,0.0015,0,0.0073,0.1787,0.008,0,0,0,0,0,0,0.0017,0,0,0.001,0.0022,0
12534,JCKM1-1,Asia,East Asia,China,"2461-2208 calBCE (3866¡À32 BP, JCKM1-1)",4296,36.9196142,102.5318758,0,0,0.0054,0,0.0002,0,0,0,0.0038,0.4983,0,0,0,0.0004,0,0,0.0032,0,0,0.0031,0.4803,0,0,0,0,0,0,0,0,0,0,0.0002,0.0042,0
12535,JXNTM23,Asia,East Asia,China,"1504-1262 calBCE (3127¡À54 BP, JXNTM23 )",3332,35.1707822,113.1546898,0,0.0044,0.0088,0.0019,0.0035,0.0035,0,0.0022,0.0029,0.3626,0,0,0,0.0009,0.001,0,0,0.001,0,0.0037,0.5931,0.0056,0,0,0.0018,0,0,0,0,0,0,0.0002,0,0
12536,JXNTM2,Asia,East Asia,China,1550-1050 BCE ,3250,35.1707822,113.1546898,0.0029,0,0.0063,0.0029,0.0013,0.0018,0,0.0027,0.002,0.3663,0,0,0,0.0034,0,0,0,0,0,0.0025,0.5903,0.0118,0,0,0,0,0,0,0.002,0,0,0.0003,0.0015,0
12537,LGM41,Asia,East Asia,China,250-50 BCE ,2100,33.8719844,113.9186659,0,0,0.0036,0.0057,0.0014,0,0,0.0058,0.0025,0.3846,0,0,0,0.004,0,0,0,0.0023,0,0.0039,0.5764,0.0002,0,0,0.0029,0,0,0,0,0,0.0006,0.0002,0.0033,0.0002
12538,LGM79,Asia,East Asia,China,"517-56 calBCE (2259¡À79 BP, LGM-79 )",2250,33.8719844,113.9186659,0,0.0004,0.0055,0.0064,0.0005,0,0,0.0043,0,0.3788,0,0,0.0025,0.0005,0,0.0008,0,0.0011,0.0018,0.0035,0.5857,0.0047,0,0,0,0,0,0,0,0,0,0.0016,0,0
12539,LJM14,Asia,East Asia,China,2050-1850 BCE ,3900,36.508904,101.796482,0.0016,0.0022,0.014,0,0.0017,0.0053,0,0.0032,0.0053,0.5067,0,0,0.0029,0.003,0.0031,0,0.0013,0,0.0021,0.0032,0.4357,0.0001,0.0034,0,0,0,0,0,0,0,0,0.0017,0,0
12540,LJM25,Asia,East Asia,China,2050-1850 BCE ,3900,36.508904,101.796482,0,0,0,0,0,0,0,0,0,0.5201,0,0,0,0,0,0,0,0,0,0.0135,0.4556,0.0053,0,0,0,0,0,0,0,0,0,0.0027,0,0.0026
12541,LJM2,Asia,East Asia,China,2050-1850 BCE ,3900,36.508904,101.796482,0,0,0.0059,0,0,0,0,0,0.0021,0.5242,0,0,0,0,0,0,0,0.0015,0,0.0035,0.4522,0,0,0,0.0046,0,0,0,0.003,0,0,0.0013,0,0
12542,LJM3,Asia,East Asia,China,"2866-2237 calBCE (3996¡À83 BP, LJM3 ) ",4479,36.508904,101.796482,0,0,0.003,0,0,0,0,0,0.0016,0.4983,0,0,0,0.0001,0,0,0,0.0008,0.002,0.0036,0.4794,0.0082,0,0,0,0,0,0,0,0,0.0002,0,0,0.001
12544,LJM5,Asia,East Asia,China,2050-1850 BCE ,3900,36.508904,101.796482,0,0,0.0081,0.0041,0,0,0,0,0.0015,0.5335,0,0,0.0033,0,0,0,0,0,0.0003,0.0062,0.4348,0.0002,0,0,0,0,0,0,0,0,0.0014,0,0.0023,0.0008
12545,MGS-M6,Asia,East Asia,China,50-250 CE ,1800,46.8613,119.655,0,0,0.0072,0.0274,0,0,0,0,0,0.7726,0,0,0,0,0,0,0.0046,0,0,0,0.1836,0,0,0,0,0,0,0,0,0,0,0,0.0003,0
12546,MGS-M7L,Asia,East Asia,China,50-250 CE ,1800,46.8613,119.655,0,0.0526,0.015,0.02,0,0,0,0,0,0.7554,0,0,0,0,0,0,0,0,0,0,0.1566,0,0,0,0,0,0,0,0,0,0,0,0,0
12547,MGS-M7R,Asia,East Asia,China,50-250 CE ,1800,46.8613,119.655,0,0.0049,0.01,0.0476,0,0,0,0,0,0.7669,0,0,0,0.0062,0,0,0.0092,0.0009,0.0104,0.0016,0.1421,0,0,0,0,0,0,0,0,0,0,0,0,0
12548,MZGM10-1,Asia,East Asia,China,3550-3050 BCE ,5250,40.7575,113.354,0,0.0064,0.0016,0.0096,0.0008,0,0,0.0043,0.0032,0.4994,0,0,0,0,0,0,0,0,0,0,0.463,0.0093,0,0,0,0,0,0,0,0,0,0,0,0
12549,MZGM16,Asia,East Asia,China,3550-3050 BCE ,5250,40.7575,113.354,0,0,0,0,0,0,0,0,0,0.5229,0,0,0,0,0,0,0,0,0,0,0.469,0.0078,0,0,0,0,0,0,0,0,0,0,0,0
12550,MZGM25-2,Asia,East Asia,China,3550-3050 BCE ,5250,40.7575,113.354,0,0,0.0022,0,0,0,0,0,0,0.5035,0,0,0,0,0,0,0,0,0,0,0.4528,0,0,0,0,0,0,0,0,0,0.0411,0,0,0
12551,PLTM310,Asia,East Asia,China,"2277-2035 calBCE (3740¡À30 BP, PLTM310 ) ",4088,33.7086342,114.9224618,0,0.0101,0.0097,0.0025,0.0016,0,0,0,0.0005,0.2955,0,0,0,0.0023,0,0,0.0011,0.0014,0,0.0041,0.6459,0.016,0.002,0,0.0015,0,0.0001,0,0,0,0,0.0008,0.0013,0.0004
12552,PLTM311,Asia,East Asia,China,"2201-1984 calBCE (3710¡À30 BP, PLTM311)",4049,33.7086342,114.9224618,0.0005,0,0.0095,0.003,0.0023,0,0,0,0.0011,0.3308,0,0,0.001,0.0013,0,0,0.0039,0.0009,0,0.0084,0.6212,0.0116,0,0,0.0006,0,0,0,0,0,0,0.0003,0.0008,0
12553,PLTM312,Asia,East Asia,China,"2137-1936 calBCE (3650¡À30 BP, PLTM312 )",3977,33.7086342,114.9224618,0.013,0.0298,0.0065,0,0.0008,0,0,0,0.0055,0.2737,0,0,0,0.0023,0,0,0,0,0.0019,0,0.6552,0.0062,0,0,0,0,0,0,0,0,0.0023,0.0019,0,0
12554,PLTM313,Asia,East Asia,China,"2123-1891 calBCE (3620¡À30 BP, PLTM313 )",3934,33.7086342,114.9224618,0.003,0.0066,0.0079,0.0025,0.003,0,0,0.0042,0.0027,0.3533,0,0,0,0.0016,0,0,0,0,0,0.0054,0.5954,0.005,0.0005,0,0,0,0,0,0,0,0.0009,0.0009,0.0049,0.0001
12555,SM-SGDLM27,Asia,East Asia,China,2250-1950 BCE ,4050,38.5664991,110.3101228,0.001,0.0004,0.0026,0,0.0002,0,0,0.0021,0.004,0.484,0,0,0,0,0,0,0.0026,0,0,0.0031,0.4921,0.0052,0,0,0,0,0,0,0,0,0.0011,0.0004,0,0.0001
12556,SM-SGDLM6,Asia,East Asia,China,"2884-2410 calBCE (4064¡À79 BP, SM-M6)",4589,38.5664991,110.3101228,0,0,0.0074,0,0.0005,0,0,0,0.0049,0.4534,0,0,0,0.002,0,0,0,0,0.0033,0.0017,0.508,0.0103,0.0004,0,0,0,0,0,0,0,0,0.0014,0.0042,0
12558,WD-WT1H16,Asia,East Asia,China,"2861-2458 calBCE (4036¡À53 BP, WD-WT1H16 )",4536,34.1784472,113.3719748,0.0009,0,0.0066,0.0082,0.0018,0.0006,0,0.0029,0.0025,0.3622,0,0,0,0.0034,0,0,0,0.0006,0,0.0061,0.591,0.0106,0,0,0,0,0,0,0,0,0,0.0002,0,0
12559,WD-WT5M2,Asia,East Asia,China,2050-1850 BCE ,3900,34.1784472,113.3719748,0,0.0006,0.0109,0,0.0019,0.0011,0,0.0024,0.0023,0.4118,0,0,0.0034,0.0035,0,0,0,0.0011,0,0.0074,0.5397,0.0104,0,0,0,0,0,0,0,0,0.0007,0.0004,0.0009,0
12561,WGM20,Asia,East Asia,China,3550-3050 BCE ,5250,34.8191841,113.3959228,0,0,0.0269,0,0,0,0,0,0,0.3962,0,0,0,0.0054,0,0,0.0136,0,0,0,0.5556,0,0,0,0,0,0,0,0,0,0,0,0,0
12562,WGM35,Asia,East Asia,China,"4323-3662 calBCE (5180¡À124 BP, WGM35 )",5950,34.8191841,113.3959228,0,0.0105,0.0062,0.002,0.001,0,0,0.0057,0.0049,0.3958,0,0,0,0.0035,0,0,0.0005,0.002,0,0.0027,0.5523,0.0075,0.0011,0,0.0019,0,0,0,0,0,0,0.0009,0,0
12564,WGM70,Asia,East Asia,China,3550-3050 BCE ,5250,34.8191841,113.3959228,0,0,0.0019,0,0.0001,0.0044,0,0.0135,0,0.4108,0,0,0,0.0029,0,0,0,0.006,0.003,0.0104,0.5386,0.0011,0,0,0,0,0,0,0,0,0.0044,0,0,0
12565,WGM76S,Asia,East Asia,China,3550-3050 BCE ,5250,34.8191841,113.3959228,0,0,0.0137,0.0031,0.0027,0,0,0,0.0054,0.4357,0,0,0.0022,0.005,0,0,0,0.0026,0,0.0093,0.515,0,0,0,0,0,0,0,0,0,0,0.0006,0,0
12566,WGM94,Asia,East Asia,China,3550-3050 BCE ,5250,34.8191841,113.3959228,0.0042,0.0157,0.0129,0,0.001,0.0011,0,0,0.0012,0.38,0,0,0,0.0029,0,0,0.0028,0.0024,0,0.0003,0.5592,0.0079,0,0,0,0,0,0,0,0,0,0.0001,0.0048,0
12567,WQM4,Asia,East Asia,China,"5478-5331 calBCE (6445¡À40 BP, WQM4 )",7361,46.8613,119.655,0,0.0424,0,0.0369,0.0013,0,0,0.0085,0,0.7504,0,0,0,0,0,0,0,0,0,0.0094,0.1424,0,0,0,0.0027,0,0,0,0,0,0,0.002,0,0
12568,XW-M1R18,Asia,East Asia,China,"5302-4705 calBCE (6056¡À119 BP, XW-M1R18) ",6927,34.564554,110.977875,0.0043,0.0064,0.0079,0.007,0.0022,0.0014,0,0.0048,0,0.3748,0,0,0,0.0029,0,0,0,0.0016,0,0.0059,0.566,0.004,0,0,0.0011,0,0,0,0,0,0,0.0004,0.006,0
12569,ZLNR-1,Asia,East Asia,China,"81-236 calCE (1880¡À30 BP, Beta-500004)",1786,46.8613,119.655,0,0,0,0,0,0,0,0,0,0.6944,0,0.0088,0.012,0.0027,0,0,0.0044,0.0144,0,0,0.209,0,0.006,0,0.0256,0,0,0,0,0,0,0,0,0.0224
12570,ZLNR-2,Asia,East Asia,China,"5527-5376 calBCE (6500¡À30 BP, Beta-500005)",7389,46.8613,119.655,0,0.0147,0.0071,0.0073,0,0.0004,0,0.0055,0.0035,0.8296,0,0,0,0,0,0,0,0,0,0.0088,0.1138,0.0078,0,0,0,0,0,0,0,0,0,0,0,0
12571,HYR002,Africa,East Africa,Kenya,"513-386 calBCE (2354¡À23 BP, OxA-37352)",2366,-0.27549,36.103,0,0,0,0,0,0,0,0,0.9996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12572,KIN002,Africa,Central Africa,DR Congo,"1645-1950 calCE (217¡À20 BP, OxA-37353)",211,-5.08583,15.1287,0.0063,0.0201,0.0245,0.0034,0.2314,0.0063,0,0.0106,0.5062,0,0,0.003,0.0052,0.0033,0,0.0021,0.0024,0.0022,0.0052,0.0275,0.0205,0.0039,0.0046,0.0234,0.0012,0,0.001,0.0013,0,0,0,0.0114,0,0
